# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	CROSSIDS	TMP_STRUCTURE	TMP_TOKENS
9848	Bola	damage / spoil	1839	la̱ʔ⁵⁵xɔn³⁵	10305 4071	i r t + i r t	ˀl aʔ ⁵⁵ + x ɔn ³⁵
#
3168	Achang_Longchuan	damaged, be (house) / cave in	1446	kʐop⁵⁵	4085	i m r t	kʐ ʐ ʐop ⁵⁵
8027	Maru	damaged, be (house) / cave in	1446	ɣum³¹	4088	i r t	ɣ um ³¹
9751	Bola	damaged, be (house) / cave in	1446	tʃak³¹	1037	i r t	tʃ ak ³¹
11870	Old_Burmese	damaged, be (house) / cave in	1446	cut	4089	i r t	tɕ ut ⁴
#
3285	Achang_Longchuan	dance	616	tseŋ⁵⁵kɔʔ⁵⁵	4094 4095	i r t + i r t	ts eŋ ⁵⁵ + k ɔʔ ⁵⁵
7271	Maru	dance	616	mə̆³¹khɔn⁵⁵kɔ⁵⁵	15385 4100 4095	i r t + i r t + i r t	m ə̆ ³¹ + kh ɔn ⁵⁵ + k ɔ ⁵⁵
8144	Maru	dance	616	mə̆²¹khɔn⁵⁵kɔ⁵⁵	19655 4105 4095	i r t + i r t + i r t	m ə̆ ²¹ + kh ɔn ⁵⁵ + k ɔ ⁵⁵
8934	Bola	dance	616	mə̆³¹khɔn⁵⁵ka⁵⁵	15385 4098 4095	i r t + i r t + i r t	m ə̆ ³¹ + kh ɔn ⁵⁵ + k a ⁵⁵
9870	Bola	dance	616	mə̆³¹khɔn⁵⁵ka³⁵	15385 4104 19652	i r t + i r t + i r t	m ə̆ ³¹ + kh ɔn ⁵⁵ + k a ³⁵
12011	Old_Burmese	dance	616	kaʔ	4095	i r t	k a ⁵³
#
8960	Bola	danger	645	saŋ³⁵kha³¹saŋ³⁵lɛ̱ʔ⁵⁵	4126 4127 4128 4129	i r t + i r t + i r t + i r t	s aŋ ³⁵ + kh a ³¹ + s aŋ ³⁵ + ˀl ɛʔ ⁵⁵
#
2974	Achang_Longchuan	dare	1233	kaiʔ³¹	4134	i r t	k aiʔ ³¹
7831	Maru	dare	1233	vɛ̃⁵⁵	4136	i r t	v ɛ̃∼ ⁵⁵
9539	Bola	dare	1233	vɛ̃³⁵	4136	i r t	v ɛ̃∼ ³⁵
#
2682	Achang_Longchuan	dark	922	ɕin⁵⁵	4142	i r t	ɕ in ⁵⁵
7556	Maru	dark	922	nɔʔ³¹	1291	i r t	n ɔʔ ³¹
9237	Bola	dark	922	naʔ³¹	1291	i r t	n aʔ ³¹
11802	Old_Burmese	dark	922	mho₂ṅ	4151	i r t	m̥ ʊŋ ²²
#
3280	Achang_Longchuan	dark, get	1555	na³¹ mɔ⁵¹ xin⁵⁵	4150 4151 4152	i r t + i r t + i r t	n a ³¹ + m ɔ ⁵¹ + x in ⁵⁵
8139	Maru	dark, get	1555	muk⁵⁵tʃhat⁵⁵	4151 4153	i r t + i r t	m uk ⁵⁵ + tʃh at ⁵⁵
9865	Bola	dark, get	1555	mau³¹tʃhɔt⁵⁵	4151 4153	i r t + i r t	m au ³¹ + tʃh ɔt ⁵⁵
#
2488	Achang_Longchuan	date (time)	720	ȵen³¹	4165	i r t	ȵ en ³¹
7361	Maru	date (time)	720	pa³¹na³¹	5270 4165	i r t + i r t	p a ³¹ + n a ³¹
9033	Bola	date (time)	720	pui⁵⁵ŋji³⁵	5270 4165	i r t + i m r t	p ui ⁵⁵ + ŋj j ji ³⁵
#
2034	Achang_Longchuan	daughter	220	tsaŋ³¹ʑi³¹	4177 4178	i r t + i r t	ts aŋ ³¹ + ʑ i ³¹
6920	Maru	daughter	220	tso	4178	i r	ts o
8557	Bola	daughter	220	ta³¹	4178	i r t	t a ³¹
11786	Old_Burmese	daughter	220	saʔ◦miḥ	4178 2600	i r t + i r t	s a ⁵³ + m i ⁵⁵
#
2033	Achang_Longchuan	daughter-in-law	219	ʂɿ³¹mɔʔ³¹	4194 4195	i r t + i r t	ʂ ɿ ³¹ + m ɔʔ ³¹
6919	Maru	daughter-in-law	219	tau³¹mɔ⁵⁵	4196 4195	i r t + i r t	t au ³¹ + m ɔ ⁵⁵
8556	Bola	daughter-in-law	219	tu⁵⁵ma³¹	4196 4195	i r t + i r t	t u ⁵⁵ + m a ³¹
#
3279	Achang_Longchuan	dawn (the day)	1554	mau³¹ʂaŋ³¹	4209 4210	i r t + i r t	m au ³¹ + ʂ aŋ ³¹
8138	Maru	dawn (the day)	1554	mjɔʔ³¹mjɔ̃³¹	4213 4209	i m r t + i m r t	mj j jɔʔ ³¹ + mj j jɔ̃∼ ³¹
9864	Bola	dawn (the day)	1554	mau³¹pa³⁵	4209 4211	i r t + i r t	m au ³¹ + p a ³⁵
#
7362	Maru	day (first of lunar month)	721	nɔ³¹mɔ⁵⁵	4228 4230	i r t + i r t	n ɔ ³¹ + m ɔ ⁵⁵
9034	Bola	day (first of lunar month)	721	tă³¹nɛʔ³¹	5457 4228	i r t + i r t	t ă ³¹ + n ɛʔ ³¹
#
7363	Maru	day (second of lunar month)	722	nɔ³¹tsɔ³⁵	4228 4248	i r t + i r t	n ɔ ³¹ + ts ɔ ³⁵
9035	Bola	day (second of lunar month)	722	i̱³⁵nɛʔ³¹	17934 4228	i r t + i r t	ʔ i ³⁵ + n ɛʔ ³¹
#
2470	Achang_Longchuan	day (time)	701	niʔ³¹	4260	i r t	n iʔ ³¹
7342	Maru	day (time)	701	na⁵⁵	4260	i r t	n a ⁵⁵
9014	Bola	day (time)	701	ŋji³⁵kauŋ³¹	4260 11057	i m r t + i r t	ŋj j ji ³⁵ + k auŋ ³¹
12031	Old_Burmese	day (time)	701	niyʔ	4260	i r t	n əj ⁵³
#
2465	Achang_Longchuan	day after tomorrow	697	phă⁵⁵ȵen³¹	4274 4275	i r t + i r t	pʰ ă ⁵⁵ + ȵ en ³¹
7337	Maru	day after tomorrow	697	sɔ̃³¹phɔ⁵⁵nɛʔ³¹	4276 4274 4275	i r t + i r t + i r t	s ɔ̃∼ ³¹ + ph ɔ ⁵⁵ + n ɛʔ ³¹
9009	Bola	day after tomorrow	697	sɔ⁵⁵pha⁵⁵nɛʔ³¹	4276 4274 4275	i r t + i r t + i r t	s ɔ ⁵⁵ + ph a ⁵⁵ + n ɛʔ ³¹
#
2462	Achang_Longchuan	day before yesterday	694	si³¹ȵen³¹	4297 4298	i r t + i r t	s i ³¹ + ȵ en ³¹
7334	Maru	day before yesterday	694	xək⁵⁵nɛʔ³¹	4299 4298	i r t + i r t	x ək ⁵⁵ + n ɛʔ ³¹
9006	Bola	day before yesterday	694	xəi⁵⁵nɛʔ³¹	4299 4298	i r t + i r t	x əi ⁵⁵ + n ɛʔ ³¹
#
2558	Achang_Longchuan	day's (journey)	800	ȵen³¹	5608	i r t	ȵ en ³¹
7434	Maru	day's (journey)	800	nɛʔ³¹	5608	i r t	n ɛʔ ³¹
9113	Bola	day's (journey)	800	nɛʔ³¹	5608	i r t	n ɛʔ ³¹
#
2586	Achang_Longchuan	day's (work)	827	ȵen³¹	5608	i r t	ȵ en ³¹
7462	Maru	day's (work)	827	nɛʔ³¹	5608	i r t	n ɛʔ ³¹
9142	Bola	day's (work)	827	nɛʔ³¹	5608	i r t	n ɛʔ ³¹
#
2752	Achang_Longchuan	dead	992	ʂɿ⁵⁵	4331	i r t	ʂ ɿ ⁵⁵
7623	Maru	dead	992	ʃi̱k³¹kau³⁵	4331 3840	i r t + i r t	ˀʃ ik ³¹ + k au ³⁵
9308	Bola	dead	992	ʃɿ⁵⁵ku³¹	4331 3840	i r t + i r t	ʃ ɿ ⁵⁵ + k u ³¹
#
2016	Achang_Longchuan	deaf person	202	n̥ɔ³¹kəŋ³¹	4344 4345	i r t + i r t	n̥ ɔ ³¹ + k əŋ ³¹
6903	Maru	deaf person	202	nə̆³¹tʃik³¹	4344 1353	i r t + i r t	n ə̆ ³¹ + tʃ ik ³¹
8539	Bola	deaf person	202	nə̆³¹tʃɔt³¹	4344 1353	i r t + i r t	n ə̆ ³¹ + tʃ ɔt ³¹
#
3118	Achang_Longchuan	deaf, be	1393	kəŋ³¹	4360	i r t	k əŋ ³¹
7976	Maru	deaf, be	1393	tʃik⁵⁵	1369	i r t	tʃ ik ⁵⁵
9699	Bola	deaf, be	1393	tʃɔt³¹	1369	i r t	tʃ ɔt ³¹
12005	Old_Burmese	deaf, be	1393	naḥ◦paṅḥ	4362 4360	i r t + i r t	n a ⁵⁵ + p aŋ ⁵⁵
#
3174	Achang_Longchuan	deceive / cheat	1452	pʐuaʔ⁵⁵	4372	i m r t	pʐ ʐ ʐuaʔ ⁵⁵
8033	Maru	deceive / cheat	1452	mu̱k⁵⁵	4373	i r t	ˀm uk ⁵⁵
9757	Bola	deceive / cheat	1452	ma̱u³⁵xap⁵⁵	4373 4374	i r t + i r t	ˀm au ³⁵ + x ap ⁵⁵
#
2787	Achang_Longchuan	decoct (herbal medicine)	1032	tuaŋ³¹	4381	i r t	t uaŋ ³¹
7652	Maru	decoct (herbal medicine)	1032	tʃɔ̱ʔ⁵⁵	4382	i r t	ˀtʃ ɔʔ ⁵⁵
9347	Bola	decoct (herbal medicine)	1032	tʃa̱ʔ⁵⁵	4382	i r t	ˀtʃ aʔ ⁵⁵
#
2653	Achang_Longchuan	deep	895	lək⁵⁵	4389	i r t	l ək ⁵⁵
7529	Maru	deep	895	nɔʔ³¹	4389	i r t	n ɔʔ ³¹
9209	Bola	deep	895	naʔ³¹	4389	i r t	n aʔ ³¹
11976	Old_Burmese	deep	895	nak	4389	i r t	n ak ⁴
#
2108	Achang_Longchuan	deer	296	tɕhet⁵⁵kʐə³¹	4398 4399	i r t + i m r t	tɕʰ et ⁵⁵ + kʐ ʐ ʐə ³¹
6996	Maru	deer	296	tshɛʔ⁵⁵	4398	i r t	tsh ɛʔ ⁵⁵
8630	Bola	deer	296	tʃhɛt³¹	4398	i r t	tʃh ɛt ³¹
11942	Old_Burmese	deer	296	saʔ◦maṅ	4178 4401	i r t + i r t	s a ⁵³ + m aŋ ²²
#
3035	Achang_Longchuan	deposit / leave with	1302	tshun³¹	4412	i r t	tsʰ un ³¹
7893	Maru	deposit / leave with	1302	tɔ⁵⁵tɔ̱³¹	4418 4415	i r t + i r t	t ɔ ⁵⁵ + ˀt ɔ ³¹
9609	Bola	deposit / leave with	1302	i̱³¹ta̱³⁵ta̱³¹	4416 4417 4415	i r t + i r t + i r t	ʔ i ³¹ + ˀt a ³⁵ + ˀt a ³¹
#
9594	Bola	destroy (cause to)	1285	la̱ʔ⁵⁵pɛ̃³¹pjɛ̱ʔ⁵⁵	1175 4425 4426	i r t + i r t + i m r t	ˀl aʔ ⁵⁵ + p ɛ̃∼ ³¹ + ˀpj j jɛʔ ⁵⁵
#
7881	Maru	destroy / exterminate	1284	mja̱³¹	4433	i m r t	ˀmj j ja ³¹
9593	Bola	destroy / exterminate	1284	pɛ̃³¹pjɛ̱ʔ⁵⁵	1264 9499	i r t + i m r t	p ɛ̃∼ ³¹ + ˀpj j jɛʔ ⁵⁵
#
2946	Achang_Longchuan	develop (a career / undertaking)	1200	pʐə⁵⁵	4437	i m r t	pʐ ʐ ʐə ⁵⁵
#
9510	Bola	develop (career / undertaking)	1199	mja³¹la⁵⁵	525 4447	i m r t + i r t	mj j ja ³¹ + l a ⁵⁵
#
1846	Achang_Longchuan	dew	15	tshe³¹	4452	i r t	tsʰ e ³¹
6741	Maru	dew	15	ŋa̱ŋ³¹	4453	i r t	ˀŋ aŋ ³¹
8366	Bola	dew	15	ŋɛ̱̃⁵⁵	4453	i r t	ˀŋ ɛ̃∼ ⁵⁵
11822	Old_Burmese	dew	15	nhaṅḥ	4453	i r t	n̥ aŋ ⁵⁵
#
3339	Achang_Longchuan	diarrhea, have	1618	pan³¹	4462	i r t	p an ³¹
8200	Maru	diarrhea, have	1618	ʃum³¹	4463	i r t	ʃ um ³¹
9928	Bola	diarrhea, have	1618	ʃɔn⁵⁵	4463	i r t	ʃ ɔn ⁵⁵
#
3259	Achang_Longchuan	die	1535	ʂɿ⁵⁵	4471	i r t	ʂ ɿ ⁵⁵
8118	Maru	die	1535	ʃik³¹	4471	i r t	ʃ ik ³¹
9844	Bola	die	1535	ʃɿ⁵⁵	4471	i r t	ʃ ɿ ⁵⁵
11632	Old_Burmese	die	1535	siy	4471	i r t	s əj ²²
#
3135	Achang_Longchuan	die out (of fire)	1410	ʂɿ⁵⁵	4471	i r t	ʂ ɿ ⁵⁵
7993	Maru	die out (of fire)	1410	ʃik³¹	4471	i r t	ʃ ik ³¹
9716	Bola	die out (of fire)	1410	ʃɿ⁵⁵	4471	i r t	ʃ ɿ ⁵⁵
#
8961	Bola	difference / distinction	646	kɛ̃³¹khaʔ⁵⁵	4490 4489	i r t + i r t	k ɛ̃∼ ³¹ + kh aʔ ⁵⁵
#
2733	Achang_Longchuan	difficult	971	ko³¹	4496	i r t	k o ³¹
7603	Maru	difficult	971	ɣuk⁵⁵	4497	i r t	ɣ uk ⁵⁵
9287	Bola	difficult	971	ɣu³¹	4497	i r t	ɣ u ³¹
12057	Old_Burmese	difficult	971	khak	1779	i r t	kh ak ⁴
#
9366	Bola	dig	1051	tsɔ̱t⁵⁵	4506	i r t	ˀts ɔt ⁵⁵
#
3078	Achang_Longchuan	dig / excavate	1348	xan³¹ʑai⁵⁵	4509 4510	i r t + i r t	x an ³¹ + ʑ ai ⁵⁵
9654	Bola	dig / excavate	1348	pa̱u⁵⁵	13020	i r t	ˀp au ⁵⁵
#
3305	Achang_Longchuan	dig / scoop out	1579	tu³¹	4515	i r t	t u ³¹
8164	Maru	dig / scoop out	1579	tau³⁵	4515	i r t	t au ³⁵
9891	Bola	dig / scoop out	1579	khøʔ³¹	4517	i r t	kh øʔ ³¹
11633	Old_Burmese	dig / scoop out	1579	tuḥ	4515	i r t	t u ⁵⁵
#
3098	Achang_Longchuan	dig out with finger	1371	khou³¹	4524	i r t	kʰ ou ³¹
7956	Maru	dig out with finger	1371	tʃhɔʔ⁵⁵	10826	i r t	tʃh ɔʔ ⁵⁵
9677	Bola	dig out with finger	1371	pa̱u⁵⁵	4526	i r t	ˀp au ⁵⁵
#
8386	Bola	dike / embankment	37	tuŋ³⁵ka̱m³¹	4539 4540	i r t + i r t	t uŋ ³⁵ + ˀk am ³¹
#
2832	Achang_Longchuan	dilute / add water	1079	ŋˌon⁵⁵	4545	i r t	ŋ on ⁵⁵
7692	Maru	dilute / add water	1079	kɛ̱ʔ⁵⁵	4548	i r t	ˀk ɛʔ ⁵⁵
9393	Bola	dilute / add water	1079	la̱uʔ⁵⁵	4547	i r t	ˀl auʔ ⁵⁵
#
1978	Achang_Longchuan	dirt / filth	158	a⁵⁵num⁵¹	264 4558	i r t + i r t	ʔ a ⁵⁵ + n um ⁵¹
6864	Maru	dirt / filth	158	xək⁵⁵	4559	i r t	x ək ⁵⁵
8498	Bola	dirt / filth	158	xəi³⁵	4559	i r t	x əi ³⁵
#
2750	Achang_Longchuan	dirty	989	ək³⁵	4569	i r t	ʔ ək ³⁵
7621	Maru	dirty	989	la̱u³⁵	4571	i r t	ˀl au ³⁵
9305	Bola	dirty	989	lu̱³⁵	4571	i r t	ˀl u ³⁵
11634	Old_Burmese	dirty	989	ñac	4574	i r t	ɲ ac ⁴
#
3333	Achang_Longchuan	disappear / vanish	1612	tʂoʔ⁵⁵	4580	i r t	tʂ oʔ ⁵⁵
8194	Maru	disappear / vanish	1612	pjauk³¹	4581	i m r t	pj j jauk ³¹
9922	Bola	disappear / vanish	1612	pjauʔ³¹	4581	i m r t	pj j jauʔ ³¹
#
3303	Achang_Longchuan	dislocate (a joint)	1577	ɕet³⁵	4587	i r t	ɕ et ³⁵
8162	Maru	dislocate (a joint)	1577	kjɛt³¹	4588	i m r t	kj j jɛt ³¹
9889	Bola	dislocate (a joint)	1577	la̱k⁵⁵	10438	i r t	ˀl ak ⁵⁵
#
3202	Achang_Longchuan	dissolve	1480	noŋ⁵⁵	4594	i r t	n oŋ ⁵⁵
8061	Maru	dissolve	1480	pji³¹	4595	i m r t	pj j ji ³¹
9785	Bola	dissolve	1480	pi⁵⁵	4595	i r t	p i ⁵⁵
#
3203	Achang_Longchuan	dissolve (cause to)	1481	n̥oŋ⁵⁵	4602	i r t	n̥ oŋ ⁵⁵
9786	Bola	dissolve (cause to)	1481	la̱ʔ⁵⁵phi⁵⁵	4604 4603	i r t + i r t	ˀl aʔ ⁵⁵ + ph i ⁵⁵
#
1865	Achang_Longchuan	ditch / gully	34	ti⁵⁵khʐua³¹	15655 4611	i r t + i m r t	t i ⁵⁵ + kʰʐ ʐ ʐua ³¹
6758	Maru	ditch / gully	34	xɔŋ³¹	4612	i r t	x ɔŋ ³¹
8383	Bola	ditch / gully	34	xɔŋ³¹	4612	i r t	x ɔŋ ³¹
#
2959	Achang_Longchuan	divide / share (things)	1217	miaŋ³⁵	4620	i m r t	mi i iaŋ ³⁵
7816	Maru	divide / share (things)	1217	kɛ̃³¹	17751	i r t	k ɛ̃∼ ³¹
9523	Bola	divide / share (things)	1217	kɛ̃⁵⁵	17751	i r t	k ɛ̃∼ ⁵⁵
11997	Old_Burmese	divide / share (things)	1217	wiy	4622	i r t	w əj ²²
#
2960	Achang_Longchuan	divide family property and live apart (offspring)	1218	in⁵⁵miaŋ³⁵	4628 4620	i r t + i m r t	ʔ in ⁵⁵ + mi i iaŋ ³⁵
7817	Maru	divide family property and live apart (offspring)	1218	ja̱m³¹kɛ̃³¹	8346 4631	i m r t + i r t	ʔj j jam ³¹ + k ɛ̃∼ ³¹
9524	Bola	divide family property and live apart (offspring)	1218	ja̱m⁵⁵kɛ̃⁵⁵kɛ̃⁵⁵	8346 4631 4632	i m r t + i r t + i r t	ʔj j jam ⁵⁵ + k ɛ̃∼ ⁵⁵ + k ɛ̃∼ ⁵⁵
#
3372	Achang_Longchuan	dizzy, feel / giddy	1653	xun⁵⁵	4643	i r t	x un ⁵⁵
8234	Maru	dizzy, feel / giddy	1653	fəŋ³⁵	4643	i r t	f əŋ ³⁵
9962	Bola	dizzy, feel / giddy	1653	fɔn³⁵	4643	i r t	f ɔn ³⁵
#
8284	Maru	do / be in business	1701	vai³¹lɔʔ³⁵xɔ³¹	4656 4657 4658	i r t + i r t + i r t	v ai ³¹ + l ɔʔ ³⁵ + x ɔ ³¹
10011	Bola	do / be in business	1701	phə̆⁵⁵ka³¹ka³⁵	10283 10284 4655	i r t + i r t + i r t	ph ə̆ ⁵⁵ + k a ³¹ + k a ³⁵
#
3417	Achang_Longchuan	do / make	1700	xot⁵⁵	4669	i r t	x ot ⁵⁵
8282	Maru	do / make	1700	ka̱t⁵⁵	4669	i r t	ˀk at ⁵⁵
10009	Bola	do / make	1700	tui³¹	974	i r t	t ui ³¹
11871	Old_Burmese	do / make	1700	mu	4671	i r t	m u ²²
#
1998	Achang_Longchuan	doctor	179	ʑi³¹sen³¹	4678 4679	i r t + i r t	ʑ i ³¹ + s en ³¹
6885	Maru	doctor	179	sə̆³¹ʒa³⁵	4684 4678	i r t + i r t	s ə̆ ³¹ + ʒ a ³⁵
8519	Bola	doctor	179	tʃhɿ³⁵sə̆³¹ʒa³⁵	4680 4678 4682	i r t + i r t + i r t	tʃh ɿ ³⁵ + s ə̆ ³¹ + ʒ a ³⁵
#
2087	Achang_Longchuan	dog	274	xui³¹	4697	i r t	x ui ³¹
6976	Maru	dog	274	lə̆³¹kha³⁵	4698 4697	i r t + i r t	l ə̆ ³¹ + kh a ³⁵
8608	Bola	dog	274	khui³⁵	4697	i r t	kh ui ³⁵
11635	Old_Burmese	dog	274	khuyḥ	4697	i r t	kh uj ⁵⁵
#
2846	Achang_Longchuan	done, be / accomplished	1093	tut⁵⁵	4707	i r t	t ut ⁵⁵
7705	Maru	done, be / accomplished	1093	tø³¹	4707	i r t	t ø ³¹
9407	Bola	done, be / accomplished	1093	tøʔ³¹	4707	i r t	t øʔ ³¹
#
2081	Achang_Longchuan	donkey	267	m̥ʑaŋ³¹mau³¹◦ɿiʔ³¹	4714 16512 4716	i m r t + i r t + i r t	m̥ʑ ʑ ʑaŋ ³¹ + m au ³¹ + ʔ ɿiʔ ³¹
6970	Maru	donkey	267	lɔ³¹kuŋ³⁵	4717 4718	i r t + i r t	l ɔ ³¹ + k uŋ ³⁵
8602	Bola	donkey	267	lɔ³¹kuŋ³⁵	4717 4718	i r t + i r t	l ɔ ³¹ + k uŋ ³⁵
#
2269	Achang_Longchuan	door	480	pɑ̆³¹tu³⁵	4729 4730	i r t + i r t	p ɑ̆ ³¹ + t u ³⁵
7153	Maru	door	480	kham³⁵	4731	i r t	kh am ³⁵
8801	Bola	door	480	kham³⁵	4731	i r t	kh am ³⁵
12064	Old_Burmese	door	480	tam◦khaḥ	3563 4731	i r t + i r t	t am ²² + kh a ⁵⁵
#
2271	Achang_Longchuan	door (front) / door (entrance)	481	pă³¹tu³⁵men³¹	4742 4743 4744	i r t + i r t + i r t	p ă ³¹ + t u ³⁵ + m en ³¹
7155	Maru	door (front) / door (entrance)	481	kham³⁵m⁵⁵	4731 4744	i r t + i t	kh am ³⁵ + m ⁵⁵
8803	Bola	door (front) / door (entrance)	481	kham³⁵ma³¹	4731 4744	i r t + i r t	kh am ³⁵ + m a ³¹
#
2601	Achang_Longchuan	double / twice	842	tă³¹ ʐaʔ⁵⁵	11284 4758	i r t + i r t	t ă ³¹ + ʐ aʔ ⁵⁵
9158	Bola	double / twice	842	tă³¹ pui³⁵	11284 4760	i r t + i r t	t ă ³¹ + p ui ³⁵
#
7871	Maru	doubt	1275	tsa̱uk⁵⁵	4771	i r t	ˀts auk ⁵⁵
9583	Bola	doubt	1275	sɿ³¹tu⁵⁵a⁵⁵	4768 4769 4766	i r t + i r t + i r t	s ɿ ³¹ + t u ⁵⁵ + ʔ a ⁵⁵
#
2098	Achang_Longchuan	dove	286	kai³¹tɕe⁵⁵	4777 4778	i r t + i r t	k ai ³¹ + tɕ e ⁵⁵
6987	Maru	dove	286	ka̱i³⁵kjɛ³¹	4777 4782	i r t + i m r t	ˀk ai ³⁵ + kj j jɛ ³¹
8620	Bola	dove	286	ka̱i³⁵kjɛ̱̃³⁵	4777 4780	i r t + i m r t	ˀk ai ³⁵ + ˀkj j jɛ̃∼ ³⁵
#
2257	Achang_Longchuan	downstairs	468	tɕɔŋ⁵⁵m̥uʔ⁵⁵	4791 4792	i r t + i r t	tɕ ɔŋ ⁵⁵ + m̥ uʔ ⁵⁵
7141	Maru	downstairs	468	kjɛ̃³⁵ ɔ³¹	4793 16200	i m r t + i r t	kj j jɛ̃∼ ³⁵ + ʔ ɔ ³¹
8789	Bola	downstairs	468	kjɛ̃³¹a⁵⁵	4793 16200	i m r t + i r t	kj j jɛ̃∼ ³¹ + ʔ a ⁵⁵
#
7330	Maru	downwards	688	ɔ³¹khjɔ³¹	18065 4806	i r t + i m r t	ʔ ɔ ³¹ + khj j jɔ ³¹
9000	Bola	downwards	688	a³¹a⁵⁵mɛ⁵⁵	18065 4805 1154	i r t + i r t + i r t	ʔ a ³¹ + ʔ a ⁵⁵ + m ɛ ⁵⁵
#
2889	Achang_Longchuan	doze / nod off	1143	it⁵⁵ŋui⁵⁵ŋui⁵⁵	4813 4814 4815	i r t + i r t + i r t	ʔ it ⁵⁵ + ŋ ui ⁵⁵ + ŋ ui ⁵⁵
7749	Maru	doze / nod off	1143	jap³¹ŋøʔ³¹ŋøʔ³¹	4813 4814 4819	i m r t + i r t + i r t	ʔj j jap ³¹ + ŋ øʔ ³¹ + ŋ øʔ ³¹
9455	Bola	doze / nod off	1143	ja̱p⁵⁵ŋø̱³⁵ŋø̱³¹	4813 4817 4814	i m r t + i r t + i r t	ʔj j jap ⁵⁵ + ˀŋ ø ³⁵ + ˀŋ ø ³¹
#
3106	Achang_Longchuan	drag for / dredge up	1381	tau⁵⁵	4832	i r t	t au ⁵⁵
7964	Maru	drag for / dredge up	1381	tshø³¹	4832	i r t	tsh ø ³¹
9687	Bola	drag for / dredge up	1381	lɛʔ³¹	4834	i r t	l ɛʔ ³¹
#
2101	Achang_Longchuan	dragon	289	mʐui⁵⁵tʂuŋ³¹	4840 4841	i m r t + i r t	mʐ ʐ ʐui ⁵⁵ + tʂ uŋ ³¹
6989	Maru	dragon	289	mɔ̃³¹tʃauŋ³⁵	4840 4841	i r t + i r t	m ɔ̃∼ ³¹ + tʃ auŋ ³⁵
8623	Bola	dragon	289	mɔ̃⁵⁵tʃauŋ³¹	4840 4841	i r t + i r t	m ɔ̃∼ ⁵⁵ + tʃ auŋ ³¹
#
2151	Achang_Longchuan	dragonfly	347	tsen³⁵	4853	i r t	ts en ³⁵
7036	Maru	dragonfly	347	təŋ³¹ʃu³¹	4853 4854	i r t + i r t	t əŋ ³¹ + ʃ u ³¹
8673	Bola	dragonfly	347	təŋ³¹ʃu³¹	4853 4854	i r t + i r t	t əŋ ³¹ + ʃ u ³¹
#
3162	Achang_Longchuan	drape (a garment) over one's shoulders	1439	ɕum³⁵	4868	i r t	ɕ um ³⁵
8020	Maru	drape (a garment) over one's shoulders	1439	lɔ̱̃³⁵	4870	i r t	ˀl ɔ̃∼ ³⁵
9745	Bola	drape (a garment) over one's shoulders	1439	kɔ̃³⁵	4870	i r t	k ɔ̃∼ ³⁵
#
3014	Achang_Longchuan	draw (a picture)	1273	xua³⁵	4876	i r t	x ua ³⁵
7869	Maru	draw (a picture)	1273	xua³⁵	4878	i m r t	xu u ua ³⁵
9581	Bola	draw (a picture)	1273	sø³¹	4877	i r t	s ø ³¹
#
9808	Bola	draw out / stretch	1502	lɛ̱̃³⁵ nɔ̱̃⁵⁵	4885 4886	i r t + i r t	ˀl ɛ̃∼ ³⁵ + ˀn ɔ̃∼ ⁵⁵
#
2428	Achang_Longchuan	dream	654	it⁵⁵mɔʔ⁵⁵	4813 4893	i r t + i r t	ʔ it ⁵⁵ + m ɔʔ ⁵⁵
3418	Achang_Longchuan	dream	654	it⁵⁵mɔʔ⁵⁵mɔʔ⁵⁵	4813 4893 4895	i r t + i r t + i r t	ʔ it ⁵⁵ + m ɔʔ ⁵⁵ + m ɔʔ ⁵⁵
7302	Maru	dream	654	ja̱p³¹mɔʔ³¹	4813 4893	i m r t + i r t	ʔj j jap ³¹ + m ɔʔ ³¹
8283	Maru	dream	654	ja̱p³¹mɔʔ³¹	4813 4893	i m r t + i r t	ʔj j jap ³¹ + m ɔʔ ³¹
8969	Bola	dream	654	ja̱p⁵⁵maʔ⁵⁵	4813 4893	i m r t + i r t	ʔj j jap ⁵⁵ + m aʔ ⁵⁵
10010	Bola	dream	654	ja̱p⁵⁵maʔ⁵⁵maʔ⁵⁵	4813 4893 4896	i m r t + i r t + i r t	ʔj j jap ⁵⁵ + m aʔ ⁵⁵ + m aʔ ⁵⁵
11636	Old_Burmese	dream	654	ip◦mak	4813 4893	i r t + i r t	ʔ ip ⁴ + m ak ⁴
#
2425	Achang_Longchuan	dregs / sediment	651	a³¹tsɔk⁵⁵	9371 4921	i r t + i r t	ʔ a ³¹ + ts ɔk ⁵⁵
7300	Maru	dregs / sediment	651	a³¹pø̱ʔ⁵⁵	9371 4922	i r t + i r t	ʔ a ³¹ + ˀp øʔ ⁵⁵
8966	Bola	dregs / sediment	651	a³¹pɛ̱ʔ⁵⁵	9371 4922	i r t + i r t	ʔ a ³¹ + ˀp ɛʔ ⁵⁵
#
3115	Achang_Longchuan	drench	1390	ta³¹	5457	i r t	t a ³¹
7973	Maru	drench	1390	pɛʔ³¹	16155	i r t	p ɛʔ ³¹
9696	Bola	drench	1390	pɛʔ³¹	16155	i r t	p ɛʔ ³¹
#
3414	Achang_Longchuan	drill	1697	lan³⁵	4941	i r t	l an ³⁵
